Data ID,ISIN,Coupon,Maturity,DZBK,BACR,GS,BAC,NRUC,PSEC,C,Amount Issued,Currency,USD,EUR,GBP,OTHER,S&P,Moody,Numerical S&P,Numerical Moody,Numerical Average,Match
EJ783442 Corp,CH0220734930,3.238,8/30/2023,1,0,0,0,0,0,0,128880000,CHF,0,0,0,1,,NR,,,,Yes
EK637231 Corp,DE000WGZ7WN7,2.3,12/20/2021,1,0,0,0,0,0,0,116819244.8,EUR,0,1,0,0,,,,,,Yes
EI043155 Corp,DE000WGZ6244,6.5,12/2/2024,1,0,0,0,0,0,0,151940360,EUR,0,1,0,0,,,,,,Yes
EJ685273 Corp,DE000DZ1JBB0,3,12/30/2022,1,0,0,0,0,0,0,102923200,EUR,0,1,0,0,,A3,,70,70,Yes
EJ742907 Corp,DE000DZ1JA20,3.75,12/30/2022,1,0,0,0,0,0,0,25583400,EUR,0,1,0,0,,NR,,,,Yes
EK983000 Corp,DE000DG4T325,2.25,6/6/2025,1,0,0,0,0,0,0,136362000,EUR,0,1,0,0,A,A3,75,70,72.5,Yes
AP761165 Corp,DE000DG4UCQ0,1.13,11/6/2029,1,0,0,0,0,0,0,11611800,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EJ847755 Corp,DE000DZ1J3P7,4.37,9/27/2023,1,0,0,0,0,0,0,10818000,EUR,0,1,0,0,,NR,,,,Yes
UV859523 Corp,DE000DG4T4H7,3.085,9/18/2030,1,0,0,0,0,0,0,11366800,EUR,0,1,0,0,A,A3,75,70,72.5,Yes
EK982922 Corp,DE000DG4T317,1.75,6/6/2023,1,0,0,0,0,0,0,68181000,EUR,0,1,0,0,A,A3,75,70,72.5,Yes
QJ126371 Corp,DE000DG4T4N5,3.3,10/14/2030,1,0,0,0,0,0,0,17166750,EUR,0,1,0,0,A,A3,75,70,72.5,Yes
EJ733141 Corp,DE000DZ1JCC6,3.2,12/30/2020,1,0,0,0,0,0,0,52214800,EUR,0,1,0,0,,,,,,Yes
EJ749109 Corp,DE000DZ1JB29,3.75,12/30/2022,1,0,0,0,0,0,0,91975100,EUR,0,1,0,0,,A3,,70,70,Yes
JK675091 Corp,DE000WGZ8SV6,0.25,4/7/2021,1,0,0,0,0,0,0,113758000,EUR,0,1,0,0,,,,,,Yes
LW807768 Corp,DE000DG4T7F4,0.45,7/14/2026,1,0,0,0,0,0,0,83350500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AN647166 Corp,DE000DG4UAS0,0.39,9/29/2023,1,0,0,0,0,0,0,167664000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK830572 Corp,DE000DG4T2S8,0.48,4/2/2022,1,0,0,0,0,0,0,54399000,EUR,0,1,0,0,,A2,,75,75,Yes
UV890638 Corp,DE000DG4T4J3,3.1,9/23/2030,1,0,0,0,0,0,0,11173600,EUR,0,1,0,0,A,A3,75,70,72.5,Yes
AM849259 Corp,DE000DG4T978,0.7,3/23/2025,1,0,0,0,0,0,0,53906000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AN881293 Corp,DE000DG4UAV4,2,6/23/2025,1,0,0,0,0,0,0,7837970,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EJ295145 Corp,DE000DZ9U956,2.07,7/27/2021,1,0,0,0,0,0,0,154455000,EUR,0,1,0,0,,A2,,75,75,Yes
EJ835789 Corp,DE000DZ1J3G6,4.43,9/19/2023,1,0,0,0,0,0,0,6757500,EUR,0,1,0,0,,NR,,,,Yes
JK536617 Corp,XS1387223768,1.95,3/30/2021,1,0,0,0,0,0,0,40000000,USD,1,0,0,0,A+,A2,80,75,77.5,Yes
LW376545 Corp,DE000DG4T6U5,0.5,6/17/2024,1,0,0,0,0,0,0,11266800,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EJ743477 Corp,DE000DZ1JAY4,4.16,7/11/2023,1,0,0,0,0,0,0,14063652,EUR,0,1,0,0,,NR,,,,Yes
EJ569384 Corp,DE000DZ1JRP6,1.7,6/1/2021,1,0,0,0,0,0,0,65211500,EUR,0,1,0,0,,A2,,75,75,Yes
AM034471 Corp,DE000DG4T9A1,0.04,5/7/2021,1,0,0,0,0,0,0,31675800,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EJ697242 Corp,DE000DZ1H9X0,3.575,6/6/2023,1,0,0,0,0,0,0,10600400,EUR,0,1,0,0,,NR,,,,Yes
EK756158 Corp,DE000DZ1J899,0.5,6/30/2021,1,0,0,0,0,0,0,56964000,EUR,0,1,0,0,,A2,,75,75,Yes
QJ799449 Corp,DE000DG4T4T2,0.955,11/21/2025,1,0,0,0,0,0,0,26550250,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
QZ514555 Corp,DE000DG4T770,0.8,9/16/2031,1,0,0,0,0,0,0,111626000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
QJ097697 Corp,DE000WGZ8KW1,1,10/7/2025,1,0,0,0,0,0,0,112432000,EUR,0,1,0,0,,,,,,Yes
EK803553 Corp,XS1205592659,2.5,3/18/2022,1,0,0,0,0,0,0,50000000,USD,1,0,0,0,,A2,,75,75,Yes
QJ264282 Corp,DE000DG4T4R6,2,10/28/2025,1,0,0,0,0,0,0,11065200,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK729346 Corp,DE000WGZ8BG3,0.5,12/15/2020,1,0,0,0,0,0,0,57356500,EUR,0,1,0,0,,,,,,Yes
JV280261 Corp,DE000WGZ8NN4,0.32,12/15/2020,1,0,0,0,0,0,0,27309500,EUR,0,1,0,0,,,,,,Yes
EK373451 Corp,DE000WGZ7UQ4,1.15,6/30/2022,1,0,0,0,0,0,0,34226000,EUR,0,1,0,0,,,,,,Yes
UV587246 Corp,XS1281057197,2.6,9/1/2021,1,0,0,0,0,0,0,20000000,USD,1,0,0,0,A,A3,75,70,72.5,Yes
AF273556 Corp,DE000WGZ8G99,0.6,7/16/2020,1,0,0,0,0,0,0,54379500,EUR,0,1,0,0,,,,,,Yes
EJ385879 Corp,DE000WGZ3X28,2,10/5/2020,1,0,0,0,0,0,0,195780000,EUR,0,1,0,0,,,,,,Yes
EK119046 Corp,DE000WGZ7R14,1.39,11/16/2020,1,0,0,0,0,0,0,13902900,EUR,0,1,0,0,,,,,,Yes
EK118980 Corp,DE000WGZ7R06,1.34,8/14/2020,1,0,0,0,0,0,0,13902900,EUR,0,1,0,0,,,,,,Yes
LW320946 Corp,DE000WGZ8V09,0.68,6/24/2024,1,0,0,0,0,0,0,56890500,EUR,0,1,0,0,,,,,,Yes
EK376578 Corp,DE000WGZ7U35,0.82,7/10/2020,1,0,0,0,0,0,0,13597400,EUR,0,1,0,0,,,,,,Yes
LW204845 Corp,DE000WGZ8VM9,1,6/3/2026,1,0,0,0,0,0,0,113264000,EUR,0,1,0,0,,,,,,Yes
EJ425363 Corp,DE000WGZ3ZU4,2.25,11/2/2020,1,0,0,0,0,0,0,12827000,EUR,0,1,0,0,,,,,,Yes
EJ762607 Corp,DE000WGZ7JV7,1.7,7/22/2020,1,0,0,0,0,0,0,65961500,EUR,0,1,0,0,,,,,,Yes
EJ738587 Corp,DE000WGZ7H16,1.65,10/1/2020,1,0,0,0,0,0,0,32634250,EUR,0,1,0,0,,,,,,Yes
JV177454 Corp,DE000WGZ8NJ2,0.5,11/26/2020,1,0,0,0,0,0,0,16333950,EUR,0,1,0,0,,,,,,Yes
AM917342 Corp,DE000DG4UAB6,0.62,3/22/2024,1,0,0,0,0,0,0,26953000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK781726 Corp,DE000DG4T176,0.8,3/8/2024,1,0,0,0,0,0,0,108595000,EUR,0,1,0,0,,A2,,75,75,Yes
AN105970 Corp,DE000DG4UAJ9,1.17,4/12/2032,1,0,0,0,0,0,0,21200400,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK795754 Corp,DE000DG4T2F5,0.7,4/3/2024,1,0,0,0,0,0,0,10595300,EUR,0,1,0,0,,NR,,,,Yes
EK795880 Corp,DE000DG4T2D0,0.5,4/1/2022,1,0,0,0,0,0,0,10595300,EUR,0,1,0,0,,NR,,,,Yes
EK900608 Corp,DE000WGZ8EF9,0.625,5/9/2022,1,0,0,0,0,0,0,56102500,EUR,0,1,0,0,,,,,,Yes
EJ612249 Corp,DE000WGZ7FS1,1.95,4/3/2023,1,0,0,0,0,0,0,128261000,EUR,0,1,0,0,,,,,,Yes
AP849939 Corp,DE000DG4UCS6,1,11/9/2022,1,0,0,0,0,0,0,11640300,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AP849633 Corp,DE000DG4UCR8,1,11/9/2023,1,0,0,0,0,0,0,11640300,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK914666 Corp,DE000DG4T291,1,5/20/2025,1,0,0,0,0,0,0,55489500,EUR,0,1,0,0,,A2,,75,75,Yes
EK302979 Corp,DE000DZ1J6D6,1.1,6/30/2022,1,0,0,0,0,0,0,13545800,EUR,0,1,0,0,,NR,,,,Yes
EK302967 Corp,DE000DZ1J6E4,1.25,6/30/2023,1,0,0,0,0,0,0,13545800,EUR,0,1,0,0,,NR,,,,Yes
EK303003 Corp,DE000DZ1J6C8,0.9,6/30/2021,1,0,0,0,0,0,0,13545800,EUR,0,1,0,0,,NR,,,,Yes
EK303027 Corp,DE000DZ1J6F1,1.4,6/28/2024,1,0,0,0,0,0,0,13545800,EUR,0,1,0,0,,NR,,,,Yes
EJ540406 Corp,DE000DZ1JRC4,1.98,8/8/2022,1,0,0,0,0,0,0,133549000,EUR,0,1,0,0,,A2,,75,75,Yes
EJ569409 Corp,DE000DZ1JRR2,2,6/1/2023,1,0,0,0,0,0,0,65211500,EUR,0,1,0,0,,A2,,75,75,Yes
EJ569389 Corp,DE000DZ1JRQ4,1.85,6/1/2022,1,0,0,0,0,0,0,65211500,EUR,0,1,0,0,,A2,,75,75,Yes
LW321367 Corp,DE000WGZ8VY4,0.3,6/25/2021,1,0,0,0,0,0,0,56890500,EUR,0,1,0,0,,,,,,Yes
LW315598 Corp,DE000WGZ8VW8,0.25,6/3/2021,1,0,0,0,0,0,0,56632000,EUR,0,1,0,0,,,,,,Yes
LW413863 Corp,DE000DG4T622,0.81,6/17/2026,1,0,0,0,0,0,0,11266800,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
LW458315 Corp,DE000DG4T648,0.61,6/23/2025,1,0,0,0,0,0,0,113535000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EJ985091 Corp,DE000DZ1J4N0,1.75,12/19/2022,1,0,0,0,0,0,0,27330400,EUR,0,1,0,0,,,,,,Yes
EJ985097 Corp,DE000DZ1J4P5,1.95,12/19/2023,1,0,0,0,0,0,0,27330400,EUR,0,1,0,0,,,,,,Yes
EJ985103 Corp,DE000DZ1J4Q3,2.15,12/19/2024,1,0,0,0,0,0,0,27330400,EUR,0,1,0,0,,,,,,Yes
EK623430 Corp,DE000DZ1J7N3,0.86,11/28/2023,1,0,0,0,0,0,0,124347000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
JV044006 Corp,DE000WGZ8NG8,0.9,12/3/2025,1,0,0,0,0,0,0,54508500,EUR,0,1,0,0,,,,,,Yes
QZ506577 Corp,DE000DG4T762,0.765,9/15/2031,1,0,0,0,0,0,0,112421000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AP447330 Corp,DE000DG4UB88,0.83,10/12/2027,1,0,0,0,0,0,0,59176000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AP448867 Corp,DE000DG4UB96,3.33,10/14/2024,1,0,0,0,0,0,0,71011200,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK806090 Corp,DE000DG4T2M1,0.752,3/20/2024,1,0,0,0,0,0,0,54235500,EUR,0,1,0,0,,A2,,75,75,Yes
EK755690 Corp,DE000DZ1J881,0.8185,2/20/2024,1,0,0,0,0,0,0,113928000,EUR,0,1,0,0,,A2,,75,75,Yes
AF277633 Corp,DE000WGZ8G81,0.9,7/18/2022,1,0,0,0,0,0,0,54379500,EUR,0,1,0,0,,,,,,Yes
AN900856 Corp,DE000DG4UAW2,0.35,6/21/2024,1,0,0,0,0,0,0,5573700,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AQ227072 Corp,DE000DG4UC12,0.32,7/28/2023,1,0,0,0,0,0,0,11805700,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AF174264 Corp,DE000WGZ8FS9,1,7/7/2023,1,0,0,0,0,0,0,27346250,EUR,0,1,0,0,,,,,,Yes
JK491034 Corp,DE000WGZ8R96,0.5,3/21/2023,1,0,0,0,0,0,0,112488000,EUR,0,1,0,0,,,,,,Yes
AN631176 Corp,DE000DG4UAR2,1,5/23/2022,1,0,0,0,0,0,0,27980750,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AF174416 Corp,DE000WGZ8FT7,1.2,7/7/2025,1,0,0,0,0,0,0,27346250,EUR,0,1,0,0,,,,,,Yes
JK461808 Corp,DE000DG4T5J0,0.31,3/22/2021,1,0,0,0,0,0,0,168310500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AN901315 Corp,DE000DG4UAX0,0.475,6/23/2025,1,0,0,0,0,0,0,5573700,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AN901439 Corp,DE000DG4UAY8,0.6,6/22/2026,1,0,0,0,0,0,0,16721100,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
JK477684 Corp,DE000DG4T5K8,0.875,5/22/2026,1,0,0,0,0,0,0,112207000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AQ302989 Corp,DE000DG4UC95,0.32,12/15/2023,1,0,0,0,0,0,0,11765400,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AO353904 Corp,DE000DG4UBF5,0.5,11/14/2022,1,0,0,0,0,0,0,40721100,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
JK576309 Corp,DE000DG4T5R3,0.3,3/31/2021,1,0,0,0,0,0,0,113814000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EJ070485 Corp,DE000DZ1JKL0,2.73,3/16/2022,1,0,0,0,0,0,0,19752750,EUR,0,1,0,0,,,,,,Yes
AL262644 Corp,DE000DG4T8V9,0.14,3/5/2021,1,0,0,0,0,0,0,52786000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AL143480 Corp,DE000DG4T8M8,0.07,9/30/2021,1,0,0,0,0,0,0,53742500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AN901766 Corp,DE000DG4UAZ5,0.725,6/21/2027,1,0,0,0,0,0,0,5573700,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AL183578 Corp,DE000DG4T8N6,0.35,11/22/2021,1,0,0,0,0,0,0,74372200,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AM081455 Corp,DE000DG4T9C7,0.07,1/12/2021,1,0,0,0,0,0,0,10604300,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EI997449 Corp,DE000WGZ3Q76,4,7/30/2021,1,0,0,0,0,0,0,65110000,EUR,0,1,0,0,,,,,,Yes
AO626764 Corp,DE000DG4UBK5,0.9,8/10/2027,1,0,0,0,0,0,0,117565000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK510904 Corp,DE000DZ1J7E2,1.26,9/29/2025,1,0,0,0,0,0,0,31743500,EUR,0,1,0,0,,A2,,75,75,Yes
AO587195 Corp,DE000DG4UBJ7,0.27,8/10/2022,1,0,0,0,0,0,0,29391250,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK659588 Corp,DE000DZ1J7Y0,0.5,2/25/2022,1,0,0,0,0,0,0,11830400,EUR,0,1,0,0,,NR,,,,Yes
EK659756 Corp,DE000DZ1J709,0.7,2/27/2024,1,0,0,0,0,0,0,11830400,EUR,0,1,0,0,,NR,,,,Yes
EK659726 Corp,DE000DZ1J717,0.825,2/27/2025,1,0,0,0,0,0,0,11830400,EUR,0,1,0,0,,NR,,,,Yes
EK659630 Corp,DE000DZ1J7Z7,0.6,2/27/2023,1,0,0,0,0,0,0,11830400,EUR,0,1,0,0,,NR,,,,Yes
EK659546 Corp,DE000DZ1J7X2,0.375,2/25/2021,1,0,0,0,0,0,0,11830400,EUR,0,1,0,0,,NR,,,,Yes
EJ298646 Corp,DE000DZ9U964,2.45,7/31/2024,1,0,0,0,0,0,0,12305700,EUR,0,1,0,0,,,,,,Yes
QZ525837 Corp,DE000DG4T788,0.88,9/19/2031,1,0,0,0,0,0,0,111769000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AM557981 Corp,DE000DG4T9W5,0.485,6/3/2024,1,0,0,0,0,0,0,42268400,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK712436 Corp,DE000DZ1J8W2,0.85,1/26/2024,1,0,0,0,0,0,0,56771000,EUR,0,1,0,0,,A2,,75,75,Yes
EK705634 Corp,DE000DZ1J8P6,0.775,1/23/2024,1,0,0,0,0,0,0,56277500,EUR,0,1,0,0,,A2,,75,75,Yes
AM774611 Corp,DE000DG4T911,1,3/24/2021,1,0,0,0,0,0,0,21491000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK709447 Corp,DE000DZ1J8R2,0.8,1/26/2024,1,0,0,0,0,0,0,56763000,EUR,0,1,0,0,,A2,,75,75,Yes
EJ400610 Corp,DE000WGZ3YC5,2,10/15/2021,1,0,0,0,0,0,0,38808000,EUR,0,1,0,0,,,,,,Yes
EK722012 Corp,DE000DZ1J8Z5,0.835,2/2/2024,1,0,0,0,0,0,0,57356500,EUR,0,1,0,0,,A2,,75,75,Yes
EK732503 Corp,DE000WGZ8BJ7,0.95,2/6/2025,1,0,0,0,0,0,0,14153000,EUR,0,1,0,0,,,,,,Yes
AM849252 Corp,DE000DG4T960,0.575,3/25/2024,1,0,0,0,0,0,0,53906000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AM849185 Corp,DE000DG4T952,0.32,3/23/2022,1,0,0,0,0,0,0,26953000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AM901533 Corp,DE000DG4T994,0.315,3/24/2022,1,0,0,0,0,0,0,162061500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
QZ560733 Corp,DE000DG4T8B1,0.835,9/20/2030,1,0,0,0,0,0,0,55822500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
JV579035 Corp,DE000WGZ8P49,1,1/12/2026,1,0,0,0,0,0,0,108393000,EUR,0,1,0,0,,,,,,Yes
EK694683 Corp,DE000DZ1J8H3,0.825,1/19/2024,1,0,0,0,0,0,0,58044500,EUR,0,1,0,0,,A2,,75,75,Yes
EK687505 Corp,DE000DZ1J8C4,0.75,1/12/2024,1,0,0,0,0,0,0,58937500,EUR,0,1,0,0,,,,,,Yes
EJ341875 Corp,DE000WGZ3WX5,2.5,5/30/2022,1,0,0,0,0,0,0,187521000,EUR,0,1,0,0,,,,,,Yes
JV314075 Corp,DE000WGZ8N90,0.69,12/16/2022,1,0,0,0,0,0,0,27047500,EUR,0,1,0,0,,,,,,Yes
AM426449 Corp,DE000DG4T9T1,0.285,9/30/2022,1,0,0,0,0,0,0,26413000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
JK845204 Corp,DE000WGZ8TV4,0.375,12/15/2021,1,0,0,0,0,0,0,56490000,EUR,0,1,0,0,,,,,,Yes
JK748031 Corp,DE000WGZ8SY0,0.5,9/12/2023,1,0,0,0,0,0,0,113756000,EUR,0,1,0,0,,,,,,Yes
EK572529 Corp,DE000WGZ7XZ9,0.75,11/3/2021,1,0,0,0,0,0,0,62426500,EUR,0,1,0,0,,,,,,Yes
QZ448753 Corp,DE000DG4T713,0.78,9/9/2031,1,0,0,0,0,0,0,112149000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EJ984237 Corp,DE000DZ1J4M2,1.6,12/20/2021,1,0,0,0,0,0,0,27330400,EUR,0,1,0,0,,NR,,,,Yes
EK744581 Corp,DE000DZ1J832,0.715,2/16/2024,1,0,0,0,0,0,0,56781000,EUR,0,1,0,0,,A2,,75,75,Yes
EK745517 Corp,DE000DZ1J840,0.82,2/16/2024,1,0,0,0,0,0,0,113562000,EUR,0,1,0,0,,A2,,75,75,Yes
JV287226 Corp,DE000DG4T4W6,0.55,3/11/2024,1,0,0,0,0,0,0,5440550,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
JV287122 Corp,DE000DG4T4X4,0.825,3/11/2026,1,0,0,0,0,0,0,5440550,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AO897762 Corp,DE000DG4UBU4,1.44,8/31/2027,1,0,0,0,0,0,0,23761400,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AO712848 Corp,DE000DG4UBL3,0.37,8/16/2023,1,0,0,0,0,0,0,58508000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AM363507 Corp,DE000DG4T9R5,0.2,12/9/2021,1,0,0,0,0,0,0,26642750,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK064197 Corp,DE000WGZ7Q23,1.5,2/10/2021,1,0,0,0,0,0,0,68209000,EUR,0,1,0,0,,,,,,Yes
EK373421 Corp,DE000WGZ7UR2,1.3,6/30/2023,1,0,0,0,0,0,0,34226000,EUR,0,1,0,0,,,,,,Yes
EK373439 Corp,DE000WGZ7US0,1.5,7/1/2024,1,0,0,0,0,0,0,34227750,EUR,0,1,0,0,,,,,,Yes
EK376638 Corp,DE000WGZ7U43,1.02,7/9/2021,1,0,0,0,0,0,0,13597400,EUR,0,1,0,0,,,,,,Yes
LW146048 Corp,DE000DG4T6H2,0.335,5/24/2022,1,0,0,0,0,0,0,111495000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK795724 Corp,DE000DG4T2G3,0.75,4/3/2025,1,0,0,0,0,0,0,10595300,EUR,0,1,0,0,,NR,,,,Yes
EK795844 Corp,DE000DG4T2E8,0.6,4/3/2023,1,0,0,0,0,0,0,10595300,EUR,0,1,0,0,,NR,,,,Yes
EK973692 Corp,DE000DG4T3Q0,0.77,6/18/2021,1,0,0,0,0,0,0,28434000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK973668 Corp,DE000DG4T3R8,0.93,6/20/2022,1,0,0,0,0,0,0,28434000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK964390 Corp,DE000DG4T3M9,1.035,6/15/2023,1,0,0,0,0,0,0,56410000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK974232 Corp,DE000WGZ8E59,1.38,6/16/2025,1,0,0,0,0,0,0,56209500,EUR,0,1,0,0,,,,,,Yes
LW841239 Corp,DE000DG4T7J6,0.125,7/18/2022,1,0,0,0,0,0,0,13839000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK743094 Corp,DE000DZ1J824,0.53,12/16/2021,1,0,0,0,0,0,0,56781000,EUR,0,1,0,0,,A2,,75,75,Yes
AM862320 Corp,DE000DG4T986,0.16,3/24/2021,1,0,0,0,0,0,0,108041000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
LW375233 Corp,DE000DG4T6W1,0.725,6/17/2026,1,0,0,0,0,0,0,5633400,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
LW375729 Corp,DE000DG4T6V3,0.6,6/17/2025,1,0,0,0,0,0,0,5633400,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AP745373 Corp,DE000DG4UCM9,0.27,11/3/2022,1,0,0,0,0,0,0,58013500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AP745401 Corp,DE000DG4UCL1,0.11,11/3/2021,1,0,0,0,0,0,0,58013500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
LW368473 Corp,DE000DG4T6T7,0.91,6/17/2026,1,0,0,0,0,0,0,11266800,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AP305371 Corp,DE000DG4UB21,0.04,10/4/2021,1,0,0,0,0,0,0,17614500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
AP305370 Corp,DE000DG4UB13,0.19,10/4/2022,1,0,0,0,0,0,0,17614500,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EI759038 Corp,DE000WGZ3LB4,4.125,2/9/2021,1,0,0,0,0,0,0,20563200,EUR,0,1,0,0,,,,,,Yes
AN607538 Corp,DE000DG4UAQ4,0.2,5/23/2022,1,0,0,0,0,0,0,5596150,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
EK932249 Corp,DE000DG4T3F3,1,5/30/2025,1,0,0,0,0,0,0,54866500,EUR,0,1,0,0,,A2,,75,75,Yes
EK388237 Corp,DE000DZ1J6S4,1.05,7/22/2022,1,0,0,0,0,0,0,33667750,EUR,0,1,0,0,,A2,,75,75,Yes
EK388297 Corp,DE000DZ1J6U0,1.35,7/22/2024,1,0,0,0,0,0,0,33667750,EUR,0,1,0,0,,A2,,75,75,Yes
EJ735079 Corp,DE000WGZ7H32,2.75,6/27/2023,1,0,0,0,0,0,0,32585750,EUR,0,1,0,0,,,,,,Yes
EK388471 Corp,DE000DZ1J6T2,1.22,7/24/2023,1,0,0,0,0,0,0,33674250,EUR,0,1,0,0,,A2,,75,75,Yes
EJ731670 Corp,DE000WGZ7HQ1,3.5,6/27/2023,1,0,0,0,0,0,0,13034300,EUR,0,1,0,0,,,,,,Yes
EJ754417 Corp,DE000DZ1JBA2,1.75,7/19/2021,1,0,0,0,0,0,0,65696500,EUR,0,1,0,0,,A2,,75,75,Yes
EJ754592 Corp,DE000WGZ7JF0,2.11,7/17/2023,1,0,0,0,0,0,0,65696500,EUR,0,1,0,0,,,,,,Yes
JK070626 Corp,DE000WGZ8RB0,0.75,2/16/2026,1,0,0,0,0,0,0,55686000,EUR,0,1,0,0,,,,,,Yes
EJ702847 Corp,DE000DZ1H901,1.9,6/12/2023,1,0,0,0,0,0,0,133395000,EUR,0,1,0,0,,A2,,75,75,Yes
EK944731 Corp,DE000DG4T3G1,0.875,6/5/2025,1,0,0,0,0,0,0,55628000,EUR,0,1,0,0,A+,A2,80,75,77.5,Yes
QJ210706 Corp,XS1310189169,4.8,10/29/2030,1,0,0,0,0,0,0,50000000,USD,1,0,0,0,A,A3,75,70,72.5,Yes
QJ152593 Corp,XS1307792124,4.9,10/22/2030,1,0,0,0,0,0,0,50000000,USD,1,0,0,0,A,A3,75,70,72.5,Yes
EK427219 Corp,DE000DZ1J642,0.85,8/13/2021,1,0,0,0,0,0,0,33428000,EUR,0,1,0,0,,A2,,75,75,Yes
EK419857 Corp,DE000WGZ7VT6,1.5,8/5/2024,1,0,0,0,0,0,0,66846500,EUR,0,1,0,0,,,,,,Yes
EJ443621 Corp,US06740L8C27,7.625,11/21/2022,0,1,0,0,0,0,0,3000000000,USD,1,0,0,0,BB+,NR,50,,50,Yes
EI318077 Corp,XS0525912449,6,1/14/2021,0,1,0,0,0,0,0,1913250000,EUR,0,1,0,0,BBB-,Baa3,55,55,55,Yes
EH830474 Corp,XS0429325748,10,5/21/2021,0,1,0,0,0,0,0,3113540295,GBP,0,0,1,0,BBB-,Baa3,55,55,55,Yes
EH864659 Corp,XS0432830734,10.179,6/12/2021,0,1,0,0,0,0,0,1520842000,USD,1,0,0,0,BBB-,Baa3,55,55,55,Yes
EI621344 Corp,XS0611398008,6.625,3/30/2022,0,1,0,0,0,0,0,1412600000,EUR,0,1,0,0,BBB-,Baa3,55,55,55,Yes
EC442912 Corp,XS0134886067,5.75,9/14/2026,0,1,0,0,0,0,0,880230000,GBP,0,0,1,0,BBB-,Baa3,55,55,55,Yes
