Data ID,ISIN,Coupon,Maturity,DZBK,BACR,GS,BAC,NRUC,PSEC,C,Amount Issued,Currency,USD,EUR,GBP,OTHER,S&P,Moody,Numerical S&P,Numerical Moody,Numerical Average,Match
EK939409 Corp,US38143C3Z23,3.25,6/15/2025,0,0,1,0,0,0,0,1293000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ773370 Corp,US38143CDM01,3.75,8/15/2023,0,0,1,0,0,0,0,1776000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ773375 Corp,US38143CDN83,4.25,8/15/2027,0,0,1,0,0,0,0,3466000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI783299 Corp,XS0659320591,7.45,8/17/2021,0,0,1,0,0,0,0,8362800,NZD,0,0,0,1,,A3 *+,,,,Yes
EI795470 Corp,XS0671362761,6.05,9/1/2026,0,0,1,0,0,0,0,10000000,USD,1,0,0,0,,A3 *+,,,,Yes
EK350392 Corp,US38143CGS44,3,7/15/2022,0,0,1,0,0,0,0,2354000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK878535 Corp,XS1222849645,1.25,3/20/2031,0,0,1,0,0,0,0,25060560,JPY,0,0,0,1,,A3 *+,,,,Yes
EK311636 Corp,US38143CGK18,3.75,6/15/2027,0,0,1,0,0,0,0,643000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
QJ078353 Corp,XS1253379371,3,10/15/2025,0,0,1,0,0,0,0,3000000,USD,1,0,0,0,,A3 *+,,,,Yes
EI775681 Corp,XS0652801084,5.75,8/3/2026,0,0,1,0,0,0,0,10000000,USD,1,0,0,0,,A3 *+,,,,Yes
EI760051 Corp,XS0653483221,5.9,8/4/2031,0,0,1,0,0,0,0,10000000,USD,1,0,0,0,,A3 *+,,,,Yes
EJ705702 Corp,US38143CCX74,3,6/15/2021,0,0,1,0,0,0,0,4095000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ707328 Corp,XS0936264943,4.45,5/30/2028,0,0,1,0,0,0,0,137251200,NOK,0,0,0,1,,A3 *+,,,,Yes
EK926090 Corp,US38143C3X74,3,5/15/2024,0,0,1,0,0,0,0,1547000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI788198 Corp,XS0665744826,5.9,8/26/2026,0,0,1,0,0,0,0,10000000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI789962 Corp,XS0661786847,7.75,8/23/2021,0,0,1,0,0,0,0,8342400,NZD,0,0,0,1,,A3 *+,,,,Yes
EJ724444 Corp,US38143CDD02,3.25,6/15/2022,0,0,1,0,0,0,0,2703000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EG347056 Corp,XS0295679301,5,4/20/2037,0,0,1,0,0,0,0,13602300,EUR,0,1,0,0,,,,,,Yes
EK454732 Corp,XS0629659599,7.15,5/27/2021,0,0,1,0,0,0,0,16362800,NZD,0,0,0,1,,A3 *+,,,,Yes
QJ403321 Corp,US38143C5H07,2.75,11/15/2022,0,0,1,0,0,0,0,2175000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK460790 Corp,XS0659320245,7.45,8/17/2021,0,0,1,0,0,0,0,16725600,NZD,0,0,0,1,,A3 *+,,,,Yes
EK446848 Corp,US38143CHD65,3.15,8/15/2023,0,0,1,0,0,0,0,1487000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
JK156420 Corp,US38143C5K36,3,2/15/2024,0,0,1,0,0,0,0,1444000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK434986 Corp,US38143CHB00,3,8/15/2022,0,0,1,0,0,0,0,2498000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK460688 Corp,XS0630559564,7.15,6/1/2021,0,0,1,0,0,0,0,16435000,NZD,0,0,0,1,,A3 *+,,,,Yes
JK297984 Corp,US38143C5P23,3,3/15/2025,0,0,1,0,0,0,0,842000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
JK380517 Corp,US38143C5R88,3.25,3/15/2026,0,0,1,0,0,0,0,627000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
JK229652 Corp,US38143C5M91,3.5,3/15/2028,0,0,1,0,0,0,0,1995000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ507010 Corp,US06051GEU94,3.3,1/11/2023,0,0,0,1,0,0,0,4250000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
UV376329 Corp,US06051GFS30,3.875,8/1/2025,0,0,0,1,0,0,0,3500000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
QZ923700 Corp,US06051GGA13,3.248,10/21/2027,0,0,0,1,0,0,0,2500000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK865744 Corp,US06051GFP90,3.95,4/21/2025,0,0,0,1,0,0,0,2500000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK453075 Corp,US06051GFH74,4.2,8/26/2024,0,0,0,1,0,0,0,3000000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK151017 Corp,US06051GFF19,4,4/1/2024,0,0,0,1,0,0,0,2750000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
AL376246 Corp,US06051GGC78,4.183,11/25/2027,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK706228 Corp,US06051GFM69,4,1/22/2025,0,0,0,1,0,0,0,2500000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
QZ931767 Corp,US06051GFZ72,2.503,10/21/2022,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK029036 Corp,US06051GFB05,4.125,1/22/2024,0,0,0,1,0,0,0,2500000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
JK816382 Corp,US06051GFX25,3.5,4/19/2026,0,0,0,1,0,0,0,2500000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
JK816379 Corp,US06051GFW42,2.625,4/19/2021,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EH222533 Corp,US06050XA944,6.05,2/15/2038,0,0,0,1,0,0,0,129386000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
JK290155 Corp,US06051GFU85,4.45,3/3/2026,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK555281 Corp,US06051GFL86,4.25,10/22/2026,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EI993417 Corp,US06051GEM78,5.7,1/24/2022,0,0,0,1,0,0,0,2250000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK029042 Corp,US06051GFC87,5,1/21/2044,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EJ011186 Corp,US06051GEN51,5.875,2/7/2042,0,0,0,1,0,0,0,1500000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI673534 Corp,US06051GEH83,5,5/13/2021,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
DD103496 Corp,US638585AP43,7.25,10/15/2025,0,0,0,1,0,0,0,450000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK472649 Corp,XS1107731702,1.375,9/10/2021,0,0,0,1,0,0,0,1935285000,EUR,0,1,0,0,A-,A2,70,75,72.5,No
EG133814 Corp,US59022CAJ27,6.11,1/29/2037,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EH980590 Corp,XS0453820366,6.125,9/15/2021,0,0,0,1,0,0,0,1204597500,GBP,0,0,1,0,A-,A2,70,75,72.5,No
EI517269 Corp,US06051GEE52,5.875,1/5/2021,0,0,0,1,0,0,0,1500000000,USD,1,0,0,0,NR,WR,,,,No
LW953738 Corp,XS1458405898,0.75,7/26/2023,0,0,0,1,0,0,0,1648200000,EUR,0,1,0,0,A-,A2,70,75,72.5,No
EF685045 Corp,US59022CAB90,6.22,9/15/2026,0,0,0,1,0,0,0,1350000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK039968 Corp,US06050WFA80,4.35,1/15/2029,0,0,0,1,0,0,0,23343000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK810803 Corp,US06050WGU36,3.75,3/15/2039,0,0,0,1,0,0,0,20471000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK871818 Corp,US06050WGV19,3.25,4/15/2031,0,0,0,1,0,0,0,3978000,USD,1,0,0,0,A-,A2,70,75,72.5,No
QZ003349 Corp,XS1461849447,3.3,8/5/2021,0,0,0,1,0,0,0,152289000,AUD,0,0,0,1,A-,A2,70,75,72.5,No
DD116617 Corp,US638585BF51,6.8,3/15/2028,0,0,0,1,0,0,0,400000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK132548 Corp,US06050WFJ99,4.5,3/15/2039,0,0,0,1,0,0,0,19275000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK338810 Corp,US06050WFW01,4.25,6/15/2039,0,0,0,1,0,0,0,15971000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK974595 Corp,CA060505ES91,3.228,6/22/2022,0,0,0,1,0,0,0,324877200,CAD,0,0,0,1,A-,A2,70,75,72.5,No
EK423201 Corp,US06050WGB54,4.15,8/15/2036,0,0,0,1,0,0,0,7570000,USD,1,0,0,0,A-,A2,70,75,72.5,No
UV800880 Corp,XS1290850707,1.625,9/14/2022,0,0,0,1,0,0,0,1697880000,EUR,0,1,0,0,A-,A2,70,75,72.5,No
EH482399 Corp,XS0379947236,7,7/31/2028,0,0,0,1,0,0,0,2476937500,GBP,0,0,1,0,A-,A2,70,75,72.5,No
EK866802 Corp,US06051GFQ73,4.75,4/21/2045,0,0,0,1,0,0,0,500000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK722114 Corp,US06050WGR07,3.6,2/15/2040,0,0,0,1,0,0,0,8419000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK926432 Corp,US06050WGY57,4.125,5/15/2041,0,0,0,1,0,0,0,4883000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK434944 Corp,US06050WGD11,4.2,8/15/2037,0,0,0,1,0,0,0,10805000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EG817681 Corp,US060505DL55,6.5,9/15/2037,0,0,0,1,0,0,0,500000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK822169 Corp,XS1209863254,1.375,3/26/2025,0,0,0,1,0,0,0,814995000,EUR,0,1,0,0,A-,A2,70,75,72.5,No
DD117653 Corp,US590188JB51,6.75,6/1/2028,0,0,0,1,0,0,0,250000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK287057 Corp,US06050WFQ33,4.25,5/15/2037,0,0,0,1,0,0,0,12458000,USD,1,0,0,0,A-,A2,70,75,72.5,No
ED435463 Corp,US59018YTM39,6.05,6/1/2034,0,0,0,1,0,0,0,100000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK151029 Corp,US06051GFG91,4.875,4/1/2044,0,0,0,1,0,0,0,1500000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
LW956184 Corp,XS1458411276,2.3,7/25/2025,0,0,0,1,0,0,0,985500000,GBP,0,0,1,0,A-,A2,70,75,72.5,No
EF851729 Corp,XS0275719135,5.5,11/22/2021,0,0,0,1,0,0,0,574170000,GBP,0,0,1,0,BBB+,Baa1,65,65,65,No
EK093832 Corp,US06050WFF77,4.25,3/15/2030,0,0,0,1,0,0,0,12815000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK236425 Corp,US06050WFL46,4.25,5/15/2034,0,0,0,1,0,0,0,18595000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK979753 Corp,US06050WHC29,4.3,6/15/2041,0,0,0,1,0,0,0,7338000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK058480 Corp,US06050WFC47,4.45,2/15/2034,0,0,0,1,0,0,0,13263000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK069123 Corp,US06050WFD20,4.3,2/15/2031,0,0,0,1,0,0,0,11586000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK951356 Corp,US06050WHA62,4.15,6/15/2043,0,0,0,1,0,0,0,5138000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EH354827 Corp,US59023VAA89,7.75,5/14/2038,0,0,0,1,0,0,0,1750000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK324721 Corp,US06050WFU45,4,6/15/2031,0,0,0,1,0,0,0,6157000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK412076 Corp,US06050WFZ32,4.05,8/15/2034,0,0,0,1,0,0,0,6099000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK311588 Corp,US06050WFT71,4.15,6/15/2034,0,0,0,1,0,0,0,6497000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK301358 Corp,US06050WFS98,4.1,6/15/2032,0,0,0,1,0,0,0,4645000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK082360 Corp,US06050WFE03,4.4,2/15/2032,0,0,0,1,0,0,0,15204000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK050449 Corp,US06050WFB63,4,2/15/2026,0,0,0,1,0,0,0,13698000,USD,1,0,0,0,A-,A2,70,75,72.5,No
DD012911 Corp,US06051GHP72,8.05,6/15/2027,0,0,0,1,0,0,0,200000000,USD,1,0,0,0,BBB-,Baa2,55,60,57.5,No
EK271893 Corp,US06050WFN02,4.2,5/15/2032,0,0,0,1,0,0,0,15507000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK335552 Corp,XS1079726334,2.375,6/19/2024,0,0,0,1,0,0,0,1702600000,EUR,0,1,0,0,A-,A2,70,75,72.5,No
EJ972337 Corp,XS1002979141,4.25,12/10/2026,0,0,0,1,0,0,0,410865000,GBP,0,0,1,0,A-,A2,70,75,72.5,No
UV377473 Corp,US06050WHE84,4.25,8/15/2040,0,0,0,1,0,0,0,5561000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI496615 Corp,US06050WEH43,5.35,12/15/2020,0,0,0,1,0,0,0,13855000,USD,1,0,0,0,NR,WR,,,,No
EK610430 Corp,US06050WGP41,4.05,11/15/2039,0,0,0,1,0,0,0,7851000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK496887 Corp,US06050WGK53,4.3,9/15/2039,0,0,0,1,0,0,0,15059000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK434896 Corp,US06050WGC38,3.25,8/15/2023,0,0,0,1,0,0,0,3700000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK120144 Corp,US06050WFH34,4.4,3/15/2032,0,0,0,1,0,0,0,15776000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK471771 Corp,US06050WGG42,4.05,9/15/2036,0,0,0,1,0,0,0,6923000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK558651 Corp,US06050WGL37,4,10/15/2038,0,0,0,1,0,0,0,19287000,USD,1,0,0,0,A-,A2,70,75,72.5,No
QJ223585 Corp,US06050WHN83,4.125,10/15/2040,0,0,0,1,0,0,0,12490000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI557468 Corp,XS0584356942,5.25,1/31/2026,0,0,0,1,0,0,0,136970000,EUR,0,1,0,0,,,,,,No
UV322223 Corp,US06050WHD02,4.25,7/15/2039,0,0,0,1,0,0,0,14259000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK966112 Corp,US06050WHB46,4.25,6/15/2040,0,0,0,1,0,0,0,11688000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK583058 Corp,US06050WGN92,4.05,11/15/2039,0,0,0,1,0,0,0,12985000,USD,1,0,0,0,A-,A2,70,75,72.5,No
MM103015 Corp,US63858SAA78,8.57,11/15/2024,0,0,0,1,0,0,0,100000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
EK635816 Corp,US06050WGQ24,3.5,12/15/2029,0,0,0,1,0,0,0,1793000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EH374177 Corp,XS0365909125,8.125,6/2/2028,0,0,0,1,0,0,0,737212500,GBP,0,0,1,0,BBB+,Baa1,65,65,65,No
EK898519 Corp,US06050WGW91,4,5/15/2041,0,0,0,1,0,0,0,13089000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK457812 Corp,US06050WGF68,4.05,9/15/2036,0,0,0,1,0,0,0,11850000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK939379 Corp,US06050WGZ23,4.125,6/15/2041,0,0,0,1,0,0,0,4031000,USD,1,0,0,0,A-,A2,70,75,72.5,No
UV879069 Corp,US06050WHM01,4.15,9/15/2043,0,0,0,1,0,0,0,16290000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK287051 Corp,US06050WFP59,3.05,5/15/2022,0,0,0,1,0,0,0,3475000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK399459 Corp,US06050WFX83,4,7/15/2033,0,0,0,1,0,0,0,12196000,USD,1,0,0,0,A-,A2,70,75,72.5,No
QJ199475 Corp,US06051GFT13,2.625,10/19/2020,0,0,0,1,0,0,0,2250000000,USD,1,0,0,0,NR,WR,,,,No
MM125804 Corp,US63858SBC26,6.975,3/7/2037,0,0,0,1,0,0,0,50000000,USD,1,0,0,0,BBB+,Baa1,65,65,65,No
JK488968 Corp,XS1384922909,4.65,3/29/2046,0,0,0,1,0,0,0,379000000,USD,1,0,0,0,,,,,,No
UV490868 Corp,US06050WHG33,4.15,8/15/2040,0,0,0,1,0,0,0,9194000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI559870 Corp,US06050WEN11,5,2/15/2021,0,0,0,1,0,0,0,14934000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI897994 Corp,XS0717614365,9.75,12/9/2020,0,0,0,1,0,0,0,11015160,MXN,0,0,0,1,NR,,,,,No
EK106893 Corp,US06050WFG50,4.4,3/15/2039,0,0,0,1,0,0,0,8222000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EG813389 Corp,XS0320690885,8.49,9/13/2027,0,0,0,1,0,0,0,90053200,MXN,0,0,0,1,A-,A2,70,75,72.5,No
EK570682 Corp,US06050WGM10,4,11/15/2039,0,0,0,1,0,0,0,9563000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI857977 Corp,XS0700590374,0.5,11/2/2021,0,0,0,1,0,0,0,41063607.1,AUD,0,0,0,1,,,,,,No
UV827017 Corp,US06050WHL28,4.125,9/15/2040,0,0,0,1,0,0,0,8658000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK746231 Corp,US06050WGT62,3.5,2/15/2038,0,0,0,1,0,0,0,4775000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK338798 Corp,US06050WFV28,3.7,6/15/2026,0,0,0,1,0,0,0,4030000,USD,1,0,0,0,A-,A2,70,75,72.5,No
LW075958 Corp,XS1412704352,0.39,5/19/2021,0,0,0,1,0,0,0,1001913000,JPY,0,0,0,1,A-,A2,70,75,72.5,No
EJ034158 Corp,XS0748992939,0.5,2/22/2022,0,0,0,1,0,0,0,27075536.6,AUD,0,0,0,1,,A2,,75,75,No
UV438844 Corp,US06050WHF59,4,8/15/2037,0,0,0,1,0,0,0,4926000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK423207 Corp,US06050WGA71,3.25,8/15/2023,0,0,0,1,0,0,0,16538000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI703243 Corp,US06050WEU53,5,6/15/2023,0,0,0,1,0,0,0,14179000,USD,1,0,0,0,A-,A2,70,75,72.5,No
UV543270 Corp,US06050WHH16,4.1,8/15/2040,0,0,0,1,0,0,0,10111000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI568144 Corp,US06050WEQ42,5.05,2/15/2021,0,0,0,1,0,0,0,9393000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EF588688 Corp,XS0263428210,5.09,2/15/2033,0,0,0,1,0,0,0,1913550,EUR,0,1,0,0,,A2,,75,75,No
EK913124 Corp,US06050WGX74,4.1,5/15/2040,0,0,0,1,0,0,0,4634000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EG054242 Corp,XS0280144220,8.05,11/27/2026,0,0,0,1,0,0,0,138134250,MXN,0,0,0,1,A-,A2,70,75,72.5,No
AL127611 Corp,US06051GGB95,2.151,11/9/2020,0,0,0,1,0,0,0,1000000000,USD,1,0,0,0,NR,WR,,,,No
EI227656 Corp,XS0503320128,4.35,4/29/2025,0,0,0,1,0,0,0,40988200,MXN,0,0,0,1,,,,,,No
AQ254306 Corp,XS1732126153,2.35,12/7/2022,0,0,0,1,0,0,0,23942732,HKD,0,0,0,1,A-,A2,70,75,72.5,No
EK412070 Corp,US06050WFY66,3.5,8/15/2025,0,0,0,1,0,0,0,1078000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK496881 Corp,US06050WGJ80,3.4,9/15/2023,0,0,0,1,0,0,0,5134000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EG200090 Corp,XS0288012031,0.5,2/23/2022,0,0,0,1,0,0,0,3292750,EUR,0,1,0,0,,WR,,,,No
EJ104248 Corp,XS0764390950,7.85,3/28/2022,0,0,0,1,0,0,0,20740000,AUD,0,0,0,1,A-,,70,,70,No
EI418778 Corp,XS0546047001,4.8,10/20/2020,0,0,0,1,0,0,0,35631560,KRW,0,0,0,1,,,,,,No
EJ762092 Corp,XS0954946926,2.5,7/27/2020,0,0,0,1,0,0,0,1984320000,EUR,0,1,0,0,NR,WR,,,,No
BM180142 Corp,XS0718548331,0.5,12/16/2031,0,0,0,1,0,0,0,6207531.25,AUD,0,0,0,1,,,,,,No
EI470941 Corp,US06050WED39,4.95,11/15/2020,0,0,0,1,0,0,0,16732000,USD,1,0,0,0,NR,WR,,,,No
EH197937 Corp,XS0345450653,5.65,2/28/2031,0,0,0,1,0,0,0,146300000,EUR,0,1,0,0,A-,A2,70,75,72.5,No
BK186697 Corp,XS0707483714,0.5,12/2/2021,0,0,0,1,0,0,0,1227648,AUD,0,0,0,1,,,,,,No
EK236383 Corp,US06050WFK62,3.2,5/15/2022,0,0,0,1,0,0,0,7400000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EI825885 Corp,XS0683903545,0.5,9/28/2021,0,0,0,1,0,0,0,49514423.7,AUD,0,0,0,1,,NR,,,,No
EH546903 Corp,US06050XD831,6.9,9/15/2038,0,0,0,1,0,0,0,17604000,USD,1,0,0,0,NR,WR,,,,No
EK482290 Corp,US06050WGH25,4.125,9/15/2037,0,0,0,1,0,0,0,6804000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK733427 Corp,US06050WGS89,3.25,2/15/2035,0,0,0,1,0,0,0,4027000,USD,1,0,0,0,A-,A2,70,75,72.5,No
UV632774 Corp,US06050WHJ71,4.05,9/15/2040,0,0,0,1,0,0,0,4387000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EJ762437 Corp,US06053FAA75,4.1,7/24/2023,0,0,0,1,0,0,0,2000000000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EC518776 Corp,US06050XEB55,6.8,2/15/2027,0,0,0,1,0,0,0,29638000,USD,1,0,0,0,A-,WR,70,,70,No
QZ257368 Corp,XS1479545904,3.93,8/30/2046,0,0,0,1,0,0,0,852000000,USD,1,0,0,0,,,,,,No
EG142824 Corp,XS0285493770,4.01,2/2/2022,0,0,0,1,0,0,0,91000100,MXN,0,0,0,1,NR,A2,,75,75,No
EI765175 Corp,US06050WEV37,5.15,8/15/2023,0,0,0,1,0,0,0,10528000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EC625373 Corp,US06050XGW74,6.65,7/15/2027,0,0,0,1,0,0,0,37204000,USD,1,0,0,0,NR,WR,,,,No
ED916555 Corp,US5901M0GG83,5.3,5/15/2025,0,0,0,1,0,0,0,641000,USD,1,0,0,0,A-,,70,,70,No
EC831398 Corp,US06050XJY04,5.8,1/15/2028,0,0,0,1,0,0,0,9704000,USD,1,0,0,0,NR,WR,,,,No
EI871173 Corp,US06050WEY75,6.25,11/15/2023,0,0,0,1,0,0,0,8420000,USD,1,0,0,0,NR,WR,,,,No
EI855983 Corp,US06050WEW10,6,11/15/2023,0,0,0,1,0,0,0,10220000,USD,1,0,0,0,NR,WR,,,,No
EG764643 Corp,XS0318562484,8.5,8/31/2027,0,0,0,1,0,0,0,9067010,MXN,0,0,0,1,A-,A2,70,75,72.5,No
EJ127213 Corp,XS0773215867,9.2,4/24/2027,0,0,0,1,0,0,0,15833076,COP,0,0,0,1,A-,,70,,70,No
QJ401883 Corp,US06050WHP32,4,11/15/2039,0,0,0,1,0,0,0,6198000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK301364 Corp,US06050WFR16,3.25,6/15/2023,0,0,0,1,0,0,0,1824000,USD,1,0,0,0,A-,A2,70,75,72.5,No
UV741191 Corp,US06050WHK45,4.125,9/15/2040,0,0,0,1,0,0,0,6123000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK271869 Corp,US06050WFM29,3.4,5/15/2023,0,0,0,1,0,0,0,7853000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EK446559 Corp,US06050WGE93,4,8/15/2034,0,0,0,1,0,0,0,9231000,USD,1,0,0,0,A-,A2,70,75,72.5,No
EC407456 Corp,US06050XBZ50,7.1,6/15/2026,0,0,0,1,0,0,0,43054000,USD,1,0,0,0,NR,WR,,,,No
EC386730 Corp,US06050XBF96,6.85,5/15/2026,0,0,0,1,0,0,0,13833000,USD,1,0,0,0,NR,WR,,,,No
EC386728 Corp,US06050XBE22,6.7,5/15/2021,0,0,0,1,0,0,0,6738000,USD,1,0,0,0,NR,WR,,,,No
EC391366 Corp,US06050XBJ19,7.2,5/15/2026,0,0,0,1,0,0,0,50398000,USD,1,0,0,0,NR,WR,,,,No
EC391362 Corp,US06050XBH52,7,5/15/2021,0,0,0,1,0,0,0,30089000,USD,1,0,0,0,NR,WR,,,,No
EC383844 Corp,US06050XBC65,7,5/15/2026,0,0,0,1,0,0,0,16633000,USD,1,0,0,0,NR,WR,,,,No
EC345367 Corp,US06050XAE31,7.1,2/15/2021,0,0,0,1,0,0,0,39885000,USD,1,0,0,0,A-,WR,70,,70,No
EC407454 Corp,US06050XBY85,6.85,6/15/2021,0,0,0,1,0,0,0,6659000,USD,1,0,0,0,NR,NR,,,,No
EC399797 Corp,US06050XBT90,7,6/15/2026,0,0,0,1,0,0,0,23604000,USD,1,0,0,0,NR,WR,,,,No
EC354417 Corp,US06050XAN30,7.05,3/15/2021,0,0,0,1,0,0,0,7184000,USD,1,0,0,0,NR,WR,,,,No
EC352008 Corp,US06050XAK90,7.1,3/15/2021,0,0,0,1,0,0,0,22366000,USD,1,0,0,0,NR,WR,,,,No
EC402838 Corp,US06050XBV47,6.85,6/15/2021,0,0,0,1,0,0,0,3973000,USD,1,0,0,0,NR,NR,,,,No
EC402844 Corp,US06050XBW20,7,6/15/2026,0,0,0,1,0,0,0,26747000,USD,1,0,0,0,NR,WR,,,,No
EC397582 Corp,US06050XBQ51,7.2,6/15/2026,0,0,0,1,0,0,0,19301000,USD,1,0,0,0,NR,WR,,,,No
EC360124 Corp,US06050XAU72,6.85,3/15/2021,0,0,0,1,0,0,0,14393000,USD,1,0,0,0,A-,WR,70,,70,No
EC399793 Corp,US06050XBS18,6.875,6/15/2021,0,0,0,1,0,0,0,3348000,USD,1,0,0,0,NR,WR,,,,No
EC397576 Corp,US06050XBP78,7.05,6/15/2021,0,0,0,1,0,0,0,18622000,USD,1,0,0,0,NR,WR,,,,No
